Renamed,Original,Scenario,DS#,Random seed,filename,DGPid,trueATE
high134,CHDScenario13DS72,,13,0.118618284721718,high134,13,-0.8486
high1340,CHDScenario10DS86,,10,0.61870258020983,high1340,10,9.134
high1341,CHDScenario6DS37,,6,0.188910490255967,high1341,6,-1.1039
high1342,CHDScenario8DS98,,8,0.776881983737205,high1342,8,-1.432
high1343,CHDScenario11DS8,,11,0.397560798742873,high1343,11,10.77
high1344,CHDScenario10DS88,,10,0.966171294304013,high1344,10,9.134
high1345,CHDScenario11DS55,,11,0.876621373396101,high1345,11,10.77
high1346,CHDScenario14DS90,,14,0.973854893821626,high1346,14,61.11
high1347,CHDScenario8DS69,,8,0.260620114425453,high1347,8,-1.432
high1348,CHDScenario11DS40,,11,0.872218112707024,high1348,11,10.77
high1349,CHDScenario14DS97,,14,0.819383836624903,high1349,14,61.11
high135,CHDScenario16DS43,,16,0.850269367905174,high135,16,1
high1350,CHDScenario5DS40,,5,0.492244717142346,high1350,5,-0.3429
high1351,CHDScenario13DS16,,13,0.279103084580902,high1351,13,-0.8486
high1352,CHDScenario4DS68,,4,0.384160654156903,high1352,4,2.1
high1353,CHDScenario7DS9,,7,0.0221647749965727,high1353,7,0
high1354,CHDScenario1DS47,47,1,0.364644683781622,high1354,1,0.2
high1355,CHDScenario16DS21,,16,0.712408131278295,high1355,16,1
high1356,CHDScenario14DS88,,14,0.982635535406508,high1356,14,61.11
high1357,CHDScenario13DS17,,13,0.711934904178133,high1357,13,-0.8486
high1358,CHDScenario3DS15,,3,0.0892216000823429,high1358,3,-0.800000000000001
high1359,CHDScenario10DS55,,10,0.422300518777245,high1359,10,9.134
high136,CHDScenario10DS33,,10,0.10256867161051,high136,10,9.134
high1360,CHDScenario11DS15,,11,0.752992430867405,high1360,11,10.77
high1361,CHDScenario9DS15,,9,0.584949600179277,high1361,9,12.62
high1362,CHDScenario12DS1,,12,0.714585312661169,high1362,12,-3.159
high1363,CHDScenario11DS84,,11,0.388743186254897,high1363,11,10.77
high1364,CHDScenario8DS36,,8,0.574063973927562,high1364,8,-1.432
high1365,CHDScenario13DS94,,13,0.137245163298667,high1365,13,-0.8486
high1366,CHDScenario4DS27,,4,0.880756885852845,high1366,4,2.1
high1367,CHDScenario7DS54,,7,0.604137536784998,high1367,7,0
high1368,CHDScenario1DS43,43,1,0.517711140561202,high1368,1,0.2
high1369,CHDScenario4DS59,,4,0.877842650424615,high1369,4,2.1
high137,CHDScenario1DS96,96,1,0.179729628145593,high137,1,0.2
high1370,CHDScenario10DS16,,10,0.534416668209644,high1370,10,9.134
high1371,CHDScenario14DS79,,14,0.439963706992798,high1371,14,61.11
high1372,CHDScenario16DS75,,16,0.781463536125285,high1372,16,1
high1373,CHDScenario3DS52,,3,0.959283782117969,high1373,3,-0.800000000000001
high1374,CHDScenario13DS95,,13,0.483074393405447,high1374,13,-0.8486
high1375,CHDScenario10DS90,,10,0.615869339682538,high1375,10,9.134
high1376,CHDScenario14DS9,,14,0.552477573471083,high1376,14,61.11
high1377,CHDScenario9DS86,,9,0.619232135591794,high1377,9,12.62
high1378,CHDScenario3DS34,,3,0.98994771813349,high1378,3,-0.800000000000001
high1379,CHDScenario14DS56,,14,0.644942676868057,high1379,14,61.11
high138,CHDScenario1DS11,11,1,0.770238478496038,high138,1,0.2
high1380,CHDScenario2DS64,164,2,0.779121948032244,high1380,2,0.8
high1381,CHDScenario6DS66,,6,0.510254212905758,high1381,6,-1.1039
high1382,CHDScenario3DS71,,3,0.12539909102225,high1382,3,-0.800000000000001
high1383,CHDScenario9DS26,,9,0.252299431592565,high1383,9,12.62
high1384,CHDScenario2DS8,108,2,0.885458394025425,high1384,2,0.8
high1385,CHDScenario1DS67,67,1,0.373981111985904,high1385,1,0.2
high1386,CHDScenario5DS13,,5,0.5231781115442,high1386,5,-0.3429
high1387,CHDScenario14DS67,,14,0.232167681637724,high1387,14,61.11
high1388,CHDScenario7DS3,,7,0.787954567531111,high1388,7,0
high1389,CHDScenario13DS30,,13,0.390919306794492,high1389,13,-0.8486
high139,CHDScenario15DS29,,15,0.635950949204644,high139,15,-0.16058
high1390,CHDScenario1DS59,59,1,0.654444326714411,high1390,1,0.2
high1391,CHDScenario6DS61,,6,0.840914494587774,high1391,6,-1.1039
high1392,CHDScenario16DS49,,16,0.0788833607894715,high1392,16,1
high1393,CHDScenario10DS39,,10,0.687498485276147,high1393,10,9.134
high1394,CHDScenario16DS23,,16,0.107470069413426,high1394,16,1
high1395,CHDScenario11DS75,,11,0.62366336231225,high1395,11,10.77
high1396,CHDScenario2DS18,118,2,0.929655624627855,high1396,2,0.8
high1397,CHDScenario11DS50,,11,0.0692049155074043,high1397,11,10.77
high1398,CHDScenario10DS5,,10,0.290937657544374,high1398,10,9.134
high1399,CHDScenario3DS75,,3,0.970349671944704,high1399,3,-0.800000000000001
high14,CHDScenario1DS93,93,1,0.733928300301755,high14,1,0.2
high140,CHDScenario1DS90,90,1,0.877445302432743,high140,1,0.2
high1400,CHDScenario16DS85,,16,0.30704728638392,high1400,16,1
high1401,CHDScenario8DS99,,8,0.780793872303104,high1401,8,-1.432
high1402,CHDScenario1DS79,79,1,0.0982934980524716,high1402,1,0.2
high1403,CHDScenario6DS39,,6,0.0282947692803583,high1403,6,-1.1039
high1404,CHDScenario16DS34,,16,0.213963450126179,high1404,16,1
high1405,CHDScenario3DS29,,3,0.0306623719871647,high1405,3,-0.800000000000001
high1406,CHDScenario5DS75,,5,0.107002008033852,high1406,5,-0.3429
high1407,CHDScenario15DS96,,15,0.0918319698759764,high1407,15,-0.16058
high1408,CHDScenario12DS85,,12,0.337155608654655,high1408,12,-3.159
high1409,CHDScenario1DS63,63,1,0.602326414325243,high1409,1,0.2
high141,CHDScenario10DS17,,10,0.252521532662761,high141,10,9.134
high1410,CHDScenario2DS67,167,2,0.688858575180738,high1410,2,0.8
high1411,CHDScenario15DS44,,15,0.675983004711563,high1411,15,-0.16058
high1412,CHDScenario12DS60,,12,0.345212625029803,high1412,12,-3.159
high1413,CHDScenario5DS28,,5,0.578795041435251,high1413,5,-0.3429
high1414,CHDScenario11DS88,,11,0.0324461272046459,high1414,11,10.77
high1415,CHDScenario8DS61,,8,0.0806927025545889,high1415,8,-1.432
high1416,CHDScenario16DS94,,16,0.0456061510189482,high1416,16,1
high1417,CHDScenario1DS75,75,1,0.448137364345903,high1417,1,0.2
high1418,CHDScenario4DS91,,4,0.704139781463693,high1418,4,2.1
high1419,CHDScenario1DS68,68,1,0.341109261331486,high1419,1,0.2
high142,CHDScenario4DS66,,4,0.408946837714798,high142,4,2.1
high1420,CHDScenario5DS7,,5,0.692431273444418,high1420,5,-0.3429
high1421,CHDScenario1DS4,4,1,0.647511192704421,high1421,1,0.2
high1422,CHDScenario10DS26,,10,0.567441295784633,high1422,10,9.134
high1423,CHDScenario9DS69,,9,0.484137223236274,high1423,9,12.62
high1424,CHDScenario13DS52,,13,0.100296742312144,high1424,13,-0.8486
high1425,CHDScenario13DS100,,13,0.318344574682719,high1425,13,-0.8486
high1426,CHDScenario7DS26,,7,0.877919231762069,high1426,7,0
high1427,CHDScenario9DS21,,9,0.597134327208093,high1427,9,12.62
high1428,CHDScenario9DS82,,9,0.889404809054033,high1428,9,12.62
high1429,CHDScenario16DS31,,16,0.924647072171666,high1429,16,1
high143,CHDScenario3DS96,,3,0.0115198583944005,high143,3,-0.800000000000001
high1430,CHDScenario9DS44,,9,0.111969579885144,high1430,9,12.62
high1431,CHDScenario14DS72,,14,0.610717543610316,high1431,14,61.11
high1432,CHDScenario12DS58,,12,0.385039386168727,high1432,12,-3.159
high1433,CHDScenario13DS27,,13,0.0685597369862162,high1433,13,-0.8486
high1434,CHDScenario12DS63,,12,0.86081966857956,high1434,12,-3.159
high1435,CHDScenario13DS69,,13,0.0342713726623316,high1435,13,-0.8486
high1436,CHDScenario15DS42,,15,0.806240648415707,high1436,15,-0.16058
high1437,CHDScenario5DS65,,5,0.707142831710697,high1437,5,-0.3429
high1438,CHDScenario10DS34,,10,0.48187678021985,high1438,10,9.134
high1439,CHDScenario1DS57,57,1,0.754259109133828,high1439,1,0.2
high144,CHDScenario16DS1,,16,0.745763416544201,high144,16,1
high1440,CHDScenario16DS42,,16,0.135315999575793,high1440,16,1
high1441,CHDScenario2DS44,144,2,0.547478077259369,high1441,2,0.8
high1442,CHDScenario4DS82,,4,0.109339850860535,high1442,4,2.1
high1443,CHDScenario12DS86,,12,0.803308170010038,high1443,12,-3.159
high1444,CHDScenario15DS35,,15,0.755148921104075,high1444,15,-0.16058
high1445,CHDScenario14DS35,,14,0.967977478173642,high1445,14,61.11
high1446,CHDScenario9DS40,,9,0.496302743052049,high1446,9,12.62
high1447,CHDScenario16DS22,,16,0.340926388122935,high1447,16,1
high1448,CHDScenario10DS30,,10,0.703283293459889,high1448,10,9.134
high1449,CHDScenario4DS35,,4,0.632175936740894,high1449,4,2.1
high145,CHDScenario8DS22,,8,0.862692091419877,high145,8,-1.432
high1450,CHDScenario2DS94,194,2,0.0302733894182519,high1450,2,0.8
high1451,CHDScenario8DS54,,8,0.882072164115293,high1451,8,-1.432
high1452,CHDScenario2DS62,162,2,0.763309166894405,high1452,2,0.8
high1453,CHDScenario16DS89,,16,0.478731545365664,high1453,16,1
high1454,CHDScenario4DS22,,4,0.257087929954142,high1454,4,2.1
high1455,CHDScenario8DS82,,8,0.385867813014958,high1455,8,-1.432
high1456,CHDScenario12DS46,,12,0.130254465954357,high1456,12,-3.159
high1457,CHDScenario11DS52,,11,0.815653464608212,high1457,11,10.77
high1458,CHDScenario15DS46,,15,0.223954402392207,high1458,15,-0.16058
high1459,CHDScenario15DS41,,15,0.83032441004399,high1459,15,-0.16058
high146,CHDScenario1DS26,26,1,0.888588590449459,high146,1,0.2
high1460,CHDScenario12DS79,,12,0.387637178277752,high1460,12,-3.159
high1461,CHDScenario3DS44,,3,0.474208389826887,high1461,3,-0.800000000000001
high1462,CHDScenario10DS25,,10,0.267171537083225,high1462,10,9.134
high1463,CHDScenario6DS63,,6,0.666409966236134,high1463,6,-1.1039
high1464,CHDScenario2DS61,161,2,0.0775064973971119,high1464,2,0.8
high1465,CHDScenario10DS61,,10,0.813063200946596,high1465,10,9.134
high1466,CHDScenario5DS93,,5,0.517585943442933,high1466,5,-0.3429
high1467,CHDScenario6DS47,,6,0.577130677503235,high1467,6,-1.1039
high1468,CHDScenario7DS5,,7,0.541378421119982,high1468,7,0
high1469,CHDScenario13DS20,,13,0.413405803980859,high1469,13,-0.8486
high147,CHDScenario15DS22,,15,0.438145334217524,high147,15,-0.16058
high1470,CHDScenario14DS39,,14,0.970753244866235,high1470,14,61.11
high1471,CHDScenario12DS59,,12,0.740572357024024,high1471,12,-3.159
high1472,CHDScenario7DS97,,7,0.101032872557209,high1472,7,0
high1473,CHDScenario12DS11,,12,0.696582791748388,high1473,12,-3.159
high1474,CHDScenario15DS70,,15,0.73346990219846,high1474,15,-0.16058
high1475,CHDScenario5DS15,,5,0.542763009275313,high1475,5,-0.3429
high1476,CHDScenario14DS12,,14,0.0354877032539099,high1476,14,61.11
high1477,CHDScenario2DS15,115,2,0.290901306452606,high1477,2,0.8
high1478,CHDScenario3DS84,,3,0.828738312459772,high1478,3,-0.800000000000001
high1479,CHDScenario2DS19,119,2,0.295651057198497,high1479,2,0.8
high148,CHDScenario16DS52,,16,0.321303151515995,high148,16,1
high1480,CHDScenario11DS71,,11,0.650573406310995,high1480,11,10.77
high1481,CHDScenario10DS73,,10,0.0172113373855209,high1481,10,9.134
high1482,CHDScenario2DS12,112,2,0.208140258500021,high1482,2,0.8
high1483,CHDScenario2DS87,187,2,0.256265805287597,high1483,2,0.8
high1484,CHDScenario11DS72,,11,0.862767111638763,high1484,11,10.77
high1485,CHDScenario11DS60,,11,0.973485207853211,high1485,11,10.77
high1486,CHDScenario16DS30,,16,0.207565964087653,high1486,16,1
high1487,CHDScenario6DS73,,6,0.0844299607493975,high1487,6,-1.1039
high1488,CHDScenario9DS34,,9,0.528898028076974,high1488,9,12.62
high1489,CHDScenario15DS62,,15,0.00172006975133188,high1489,15,-0.16058
high149,CHDScenario6DS90,,6,0.283801714833648,high149,6,-1.1039
high1490,CHDScenario3DS65,,3,0.277570156618181,high1490,3,-0.800000000000001
high1491,CHDScenario13DS81,,13,0.845294222527054,high1491,13,-0.8486
high1492,CHDScenario7DS66,,7,0.66945076554831,high1492,7,0
high1493,CHDScenario10DS84,,10,0.0624914412708472,high1493,10,9.134
high1494,CHDScenario13DS93,,13,0.545322165278966,high1494,13,-0.8486
high1495,CHDScenario7DS90,,7,0.024859129692908,high1495,7,0
high1496,CHDScenario9DS58,,9,0.195369358316005,high1496,9,12.62
high1497,CHDScenario5DS63,,5,0.753214344498185,high1497,5,-0.3429
high1498,CHDScenario9DS12,,9,0.398088038841905,high1498,9,12.62
high1499,CHDScenario14DS5,,14,0.706072723605049,high1499,14,61.11
high15,CHDScenario6DS60,,6,0.490771709508552,high15,6,-1.1039
high150,CHDScenario9DS47,,9,0.377179570566033,high150,9,12.62
high1500,CHDScenario15DS61,,15,0.4574739430092,high1500,15,-0.16058
high1501,CHDScenario5DS34,,5,0.990813990241973,high1501,5,-0.3429
high1502,CHDScenario11DS66,,11,0.847605337560866,high1502,11,10.77
high1503,CHDScenario7DS18,,7,0.466756656190266,high1503,7,0
high1504,CHDScenario9DS62,,9,0.336900856952709,high1504,9,12.62
high1505,CHDScenario10DS66,,10,0.116111284449346,high1505,10,9.134
high1506,CHDScenario10DS98,,10,0.583013511484775,high1506,10,9.134
high1507,CHDScenario11DS44,,11,0.575405435000411,high1507,11,10.77
high1508,CHDScenario11DS48,,11,0.965889156423422,high1508,11,10.77
high1509,CHDScenario14DS19,,14,0.283538787487173,high1509,14,61.11
high151,CHDScenario8DS7,,8,0.296980173347249,high151,8,-1.432
high1510,CHDScenario8DS86,,8,0.710883808745238,high1510,8,-1.432
high1511,CHDScenario5DS80,,5,0.0963290079027446,high1511,5,-0.3429
high1512,CHDScenario12DS54,,12,0.742412803765845,high1512,12,-3.159
high1513,CHDScenario3DS49,,3,0.818868899481982,high1513,3,-0.800000000000001
high1514,CHDScenario14DS34,,14,0.515311799033201,high1514,14,61.11
high1515,CHDScenario4DS34,,4,0.949192800411057,high1515,4,2.1
high1516,CHDScenario1DS10,10,1,0.183253491988387,high1516,1,0.2
high1517,CHDScenario9DS38,,9,0.600118807803619,high1517,9,12.62
high1518,CHDScenario1DS65,65,1,0.989609154994269,high1518,1,0.2
high1519,CHDScenario5DS11,,5,0.582223913768929,high1519,5,-0.3429
high152,CHDScenario15DS28,,15,0.279677428262561,high152,15,-0.16058
high1520,CHDScenario2DS42,142,2,0.392068910287094,high1520,2,0.8
high1521,CHDScenario10DS23,,10,0.204673928129469,high1521,10,9.134
high1522,CHDScenario3DS69,,3,0.821010052781045,high1522,3,-0.800000000000001
high1523,CHDScenario14DS3,,14,0.0379359101337419,high1523,14,61.11
high1524,CHDScenario6DS74,,6,0.22839784215477,high1524,6,-1.1039
high1525,CHDScenario4DS11,,4,0.235895271154157,high1525,4,2.1
high1526,CHDScenario2DS33,133,2,0.112064945515864,high1526,2,0.8
high1527,CHDScenario9DS29,,9,0.135130228176393,high1527,9,12.62
high1528,CHDScenario14DS71,,14,0.853950774205793,high1528,14,61.11
high1529,CHDScenario9DS81,,9,0.591219910384327,high1529,9,12.62
high153,CHDScenario15DS9,,15,0.880700239459581,high153,15,-0.16058
high1530,CHDScenario3DS62,,3,0.737384201540851,high1530,3,-0.800000000000001
high1531,CHDScenario2DS76,176,2,0.0576374926232347,high1531,2,0.8
high1532,CHDScenario16DS46,,16,0.551014892635409,high1532,16,1
high1533,CHDScenario16DS98,,16,0.375793699420895,high1533,16,1
high1534,CHDScenario13DS21,,13,0.477341403740741,high1534,13,-0.8486
high1535,CHDScenario3DS37,,3,0.547488605922527,high1535,3,-0.800000000000001
high1536,CHDScenario12DS82,,12,0.59619463215961,high1536,12,-3.159
high1537,CHDScenario5DS2,,5,0.156775452910488,high1537,5,-0.3429
high1538,CHDScenario8DS43,,8,0.0832279730207504,high1538,8,-1.432
high1539,CHDScenario12DS44,,12,0.778566925100866,high1539,12,-3.159
high154,CHDScenario4DS21,,4,0.843155134621177,high154,4,2.1
high1540,CHDScenario8DS45,,8,0.960846398075122,high1540,8,-1.432
high1541,CHDScenario8DS84,,8,0.667714864866233,high1541,8,-1.432
high1542,CHDScenario9DS25,,9,0.632069826422897,high1542,9,12.62
high1543,CHDScenario7DS12,,7,0.576199911230363,high1543,7,0
high1544,CHDScenario16DS87,,16,0.123595103317239,high1544,16,1
high1545,CHDScenario8DS55,,8,0.23130197570701,high1545,8,-1.432
high1546,CHDScenario10DS99,,10,0.27697336948902,high1546,10,9.134
high1547,CHDScenario5DS82,,5,0.605457227412842,high1547,5,-0.3429
high1548,CHDScenario12DS67,,12,0.897153691598998,high1548,12,-3.159
high1549,CHDScenario14DS30,,14,0.64813423627961,high1549,14,61.11
high155,CHDScenario10DS28,,10,0.126119966050734,high155,10,9.134
high1550,CHDScenario16DS6,,16,0.391258833495988,high1550,16,1
high1551,CHDScenario14DS29,,14,0.813668728451154,high1551,14,61.11
high1552,CHDScenario15DS25,,15,0.411214548766532,high1552,15,-0.16058
high1553,CHDScenario8DS38,,8,0.836677075851345,high1553,8,-1.432
high1554,CHDScenario13DS99,,13,0.283251725723271,high1554,13,-0.8486
high1555,CHDScenario15DS57,,15,0.230736464672807,high1555,15,-0.16058
high1556,CHDScenario7DS1,,7,0.249569863405339,high1556,7,0
high1557,CHDScenario14DS96,,14,0.0870198533568842,high1557,14,61.11
high1558,CHDScenario8DS88,,8,0.0782744845579306,high1558,8,-1.432
high1559,CHDScenario1DS69,69,1,0.700092788096958,high1559,1,0.2
high156,CHDScenario1DS44,44,1,0.0425042260687667,high156,1,0.2
high1560,CHDScenario1DS98,98,1,0.0386636667067275,high1560,1,0.2
high1561,CHDScenario7DS39,,7,0.243319593205978,high1561,7,0
high1562,CHDScenario11DS25,,11,0.600187379897603,high1562,11,10.77
high1563,CHDScenario11DS61,,11,0.104469564798822,high1563,11,10.77
high1564,CHDScenario8DS25,,8,0.901564298182334,high1564,8,-1.432
high1565,CHDScenario9DS3,,9,0.722806953438727,high1565,9,12.62
high1566,CHDScenario13DS37,,13,0.67585006382703,high1566,13,-0.8486
high1567,CHDScenario5DS29,,5,0.004995763358148,high1567,5,-0.3429
high1568,CHDScenario5DS50,,5,0.273953376314788,high1568,5,-0.3429
high1569,CHDScenario4DS10,,4,0.695497700369336,high1569,4,2.1
high157,CHDScenario11DS37,,11,0.596556032842957,high157,11,10.77
high1570,CHDScenario1DS36,36,1,0.133707822908362,high1570,1,0.2
high1571,CHDScenario5DS56,,5,0.756674145614511,high1571,5,-0.3429
high1572,CHDScenario2DS57,157,2,0.884950292947265,high1572,2,0.8
high1573,CHDScenario8DS51,,8,0.817063292124167,high1573,8,-1.432
high1574,CHDScenario12DS61,,12,0.953014090889256,high1574,12,-3.159
high1575,CHDScenario12DS40,,12,0.585399730445738,high1575,12,-3.159
high1576,CHDScenario11DS30,,11,0.949686841496509,high1576,11,10.77
high1577,CHDScenario14DS15,,14,0.999651878532208,high1577,14,61.11
high1578,CHDScenario13DS74,,13,0.983329508768902,high1578,13,-0.8486
high1579,CHDScenario4DS79,,4,0.325453892424747,high1579,4,2.1
high158,CHDScenario12DS77,,12,0.78944212097022,high158,12,-3.159
high1580,CHDScenario4DS70,,4,0.525948332136428,high1580,4,2.1
high1581,CHDScenario14DS20,,14,0.247482670343935,high1581,14,61.11
high1582,CHDScenario13DS34,,13,0.252587427379209,high1582,13,-0.8486
high1583,CHDScenario2DS2,102,2,0.641099277942318,high1583,2,0.8
high1584,CHDScenario10DS35,,10,0.0261394409999741,high1584,10,9.134
high1585,CHDScenario7DS2,,7,0.602016985882892,high1585,7,0
high1586,CHDScenario1DS89,89,1,0.798553269742052,high1586,1,0.2
high1587,CHDScenario16DS60,,16,0.231601893257625,high1587,16,1
high1588,CHDScenario7DS80,,7,0.695173752981298,high1588,7,0
high1589,CHDScenario7DS10,,7,0.16831099943291,high1589,7,0
high159,CHDScenario15DS12,,15,0.968994087096278,high159,15,-0.16058
high1590,CHDScenario7DS86,,7,0.854597331721967,high1590,7,0
high1591,CHDScenario3DS76,,3,0.936240846397151,high1591,3,-0.800000000000001
high1592,CHDScenario8DS16,,8,0.898095398259781,high1592,8,-1.432
high1593,CHDScenario6DS80,,6,0.859267733146932,high1593,6,-1.1039
high1594,CHDScenario15DS30,,15,0.280595613057916,high1594,15,-0.16058
high1595,CHDScenario6DS98,,6,0.613866953410444,high1595,6,-1.1039
high1596,CHDScenario10DS54,,10,0.764971449646786,high1596,10,9.134
high1597,CHDScenario15DS49,,15,0.922383206431799,high1597,15,-0.16058
high1598,CHDScenario11DS53,,11,0.664518447558878,high1598,11,10.77
high1599,CHDScenario10DS32,,10,0.11699339584066,high1599,10,9.134
high16,CHDScenario16DS86,,16,0.802073396585599,high16,16,1
high160,CHDScenario4DS9,,4,0.0145135507812845,high160,4,2.1
high1600,CHDScenario7DS60,,7,0.595766834195145,high1600,7,0
high161,CHDScenario2DS41,141,2,0.672118902802489,high161,2,0.8
high162,CHDScenario3DS64,,3,0.241015554015027,high162,3,-0.800000000000001
high163,CHDScenario8DS73,,8,0.398776923606122,high163,8,-1.432
high164,CHDScenario10DS85,,10,0.228153282719142,high164,10,9.134
high165,CHDScenario11DS89,,11,0.53731857174923,high165,11,10.77
high166,CHDScenario4DS75,,4,0.914842507677263,high166,4,2.1
high167,CHDScenario9DS85,,9,0.301275070902773,high167,9,12.62
high168,CHDScenario10DS92,,10,0.665059561925877,high168,10,9.134
high169,CHDScenario6DS82,,6,0.766230323955876,high169,6,-1.1039
high17,CHDScenario8DS14,,8,0.861116531305415,high17,8,-1.432
high170,CHDScenario5DS3,,5,0.670308155020029,high170,5,-0.3429
high171,CHDScenario7DS61,,7,0.807693330009248,high171,7,0
high172,CHDScenario3DS81,,3,0.23639506840334,high172,3,-0.800000000000001
high173,CHDScenario6DS7,,6,0.627160990413978,high173,6,-1.1039
high174,CHDScenario14DS53,,14,0.925122758570472,high174,14,61.11
high175,CHDScenario3DS24,,3,0.899108296886652,high175,3,-0.800000000000001
high176,CHDScenario14DS16,,14,0.11229526445009,high176,14,61.11
high177,CHDScenario9DS22,,9,0.380346780215854,high177,9,12.62
high178,CHDScenario3DS63,,3,0.452195492268575,high178,3,-0.800000000000001
high179,CHDScenario7DS25,,7,0.423480295251845,high179,7,0
high18,CHDScenario1DS97,97,1,0.573001331526369,high18,1,0.2
high180,CHDScenario15DS85,,15,0.611436540889293,high180,15,-0.16058
high181,CHDScenario12DS87,,12,0.772740711301988,high181,12,-3.159
high182,CHDScenario16DS51,,16,0.603524452458371,high182,16,1
high183,CHDScenario4DS30,,4,0.788583502333146,high183,4,2.1
high184,CHDScenario14DS8,,14,0.393966745819767,high184,14,61.11
high185,CHDScenario10DS19,,10,0.40541952525796,high185,10,9.134
high186,CHDScenario1DS51,51,1,0.582505183340322,high186,1,0.2
high187,CHDScenario2DS16,116,2,0.412753394643189,high187,2,0.8
high188,CHDScenario14DS14,,14,0.968744291740788,high188,14,61.11
high189,CHDScenario15DS56,,15,0.468321264525443,high189,15,-0.16058
high19,CHDScenario2DS52,152,2,0.383254711524952,high19,2,0.8
high190,CHDScenario14DS45,,14,0.487116121895164,high190,14,61.11
high191,CHDScenario16DS68,,16,0.403778133360652,high191,16,1
high192,CHDScenario7DS68,,7,0.308324092782408,high192,7,0
high193,CHDScenario1DS20,20,1,0.75407912733529,high193,1,0.2
high194,CHDScenario14DS31,,14,0.17079090025395,high194,14,61.11
high195,CHDScenario16DS81,,16,0.563982107582004,high195,16,1
high196,CHDScenario2DS99,,2,0.73101555855424,high196,2,0.8
high197,CHDScenario16DS18,,16,0.593600064316978,high197,16,1
high198,CHDScenario2DS35,135,2,0.192319810214997,high198,2,0.8
high199,CHDScenario13DS71,,13,0.566761910020368,high199,13,-0.8486
high2,CHDScenario12DS26,,12,0.857787927973498,high2,12,-3.159
high20,CHDScenario2DS92,192,2,0.752337946514084,high20,2,0.8
high200,CHDScenario13DS38,,13,0.463905941252795,high200,13,-0.8486
high201,CHDScenario6DS6,,6,0.552046772613034,high201,6,-1.1039
high202,CHDScenario4DS94,,4,0.18321676318374,high202,4,2.1
high203,CHDScenario10DS80,,10,0.0252758180077769,high203,10,9.134
high204,CHDScenario3DS18,,3,0.11703705160871,high204,3,-0.800000000000001
high205,CHDScenario13DS35,,13,0.335747803567447,high205,13,-0.8486
high206,CHDScenario1DS30,30,1,0.334456145670721,high206,1,0.2
high207,CHDScenario15DS5,,15,0.713971198911297,high207,15,-0.16058
high208,CHDScenario9DS16,,9,0.962277217388221,high208,9,12.62
high209,CHDScenario13DS63,,13,0.923251983429596,high209,13,-0.8486
high21,CHDScenario6DS2,,6,0.0465576154642606,high21,6,-1.1039
high210,CHDScenario3DS70,,3,0.0658448458204028,high210,3,-0.800000000000001
high211,CHDScenario6DS33,,6,0.921452022941164,high211,6,-1.1039
high212,CHDScenario5DS47,,5,0.560964506898379,high212,5,-0.3429
high213,CHDScenario7DS30,,7,0.341236997032229,high213,7,0
high214,CHDScenario4DS51,,4,0.401116333696506,high214,4,2.1
high215,CHDScenario12DS65,,12,0.981699616965696,high215,12,-3.159
high216,CHDScenario15DS43,,15,0.895656607502581,high216,15,-0.16058
high217,CHDScenario3DS100,,3,0.0896906689484993,high217,3,-0.800000000000001
high218,CHDScenario9DS98,,9,0.0763621089831896,high218,9,12.62
high219,CHDScenario9DS36,,9,0.94411981571986,high219,9,12.62
high22,CHDScenario4DS3,,4,0.0147715389105676,high22,4,2.1
high220,CHDScenario7DS42,,7,0.487460434746109,high220,7,0
high221,CHDScenario14DS86,,14,0.752545582003203,high221,14,61.11
high222,CHDScenario15DS82,,15,0.576516560810694,high222,15,-0.16058
high223,CHDScenario8DS53,,8,0.887467437375394,high223,8,-1.432
high224,CHDScenario13DS80,,13,0.446169117357089,high224,13,-0.8486
high225,CHDScenario7DS73,,7,0.980694434989614,high225,7,0
high226,CHDScenario1DS61,61,1,0.216406236361318,high226,1,0.2
high227,CHDScenario11DS78,,11,0.752160200026954,high227,11,10.77
high228,CHDScenario8DS6,,8,0.28444251251534,high228,8,-1.432
high229,CHDScenario3DS93,,3,0.20617545478732,high229,3,-0.800000000000001
high23,CHDScenario16DS55,,16,0.919672667502656,high23,16,1
high230,CHDScenario11DS70,,11,0.642390029208368,high230,11,10.77
high231,CHDScenario10DS67,,10,0.77883311711904,high231,10,9.134
high232,CHDScenario4DS53,,4,0.633108036145099,high232,4,2.1
high233,CHDScenario11DS83,,11,0.965452546684978,high233,11,10.77
high234,CHDScenario10DS4,,10,0.174248540208809,high234,10,9.134
high235,CHDScenario13DS50,,13,0.072621784489297,high235,13,-0.8486
high236,CHDScenario6DS69,,6,0.342897612153254,high236,6,-1.1039
high237,CHDScenario5DS59,,5,0.724356582200039,high237,5,-0.3429
high238,CHDScenario1DS28,28,1,0.702404008512367,high238,1,0.2
high239,CHDScenario13DS2,,13,0.968282156899366,high239,13,-0.8486
high24,CHDScenario2DS9,109,2,0.136178493636897,high24,2,0.8
high240,CHDScenario11DS45,,11,0.720659900850852,high240,11,10.77
high241,CHDScenario9DS43,,9,0.282120808247818,high241,9,12.62
high242,CHDScenario4DS20,,4,0.373326705853749,high242,4,2.1
high243,CHDScenario5DS88,,5,0.557228925225526,high243,5,-0.3429
high244,CHDScenario6DS4,,6,0.651596935188876,high244,6,-1.1039
high245,CHDScenario11DS77,,11,0.469294115648728,high245,11,10.77
